,Player,TD_Likelihood,Model_Odds,Favor,DraftKings,FanDuel,BetOnline.ag,BetRivers,BetMGM
94,Jayden Reed,0.47,112.76595744680853,1,,,,,
95,Ben Sims,0.04,2400.0,1,,,,,
96,Christian Watson,0.38,163.15789473684208,1,,,,,
97,Dontayvion Wicks,0.27,270.3703703703703,1,,,,,
98,Nico Collins,0.28,257.1428571428571,1,130.0,130.0,130.0,106.0,120.0
99,Xavier Hutchinson,0.05,1900.0,1,650.0,600.0,650.0,540.0,600.0
100,Diontae Johnson,0.22,354.54545454545456,1,,,,,
101,John Metchie III,0.08,1150.0,1,,400.0,450.0,330.0,
102,Dalton Schultz,0.31,222.5806451612903,1,350.0,370.0,350.0,295.0,310.0
103,Cade Stover,0.1,900.0,1,600.0,,600.0,1150.0,550.0
104,Robert Woods,0.06,1566.6666666666667,1,550.0,600.0,550.0,575.0,500.0
105,Mo Alie-Cox,0.13,669.2307692307692,1,,,,,
106,Josh Downs,0.18,455.55555555555554,1,,,,,
107,Ashton Dulin,0.02,4900.0,1,,,,,
108,Anthony Gould,0.06,1566.6666666666667,1,,,,,
109,Kylen Granson,0.17,488.2352941176471,1,,,,,
110,Will Mallory,0.03,3233.3333333333335,1,,,,,
111,Adonai Mitchell,0.23,334.78260869565213,1,,,,,
112,Drew Ogletree,0.04,2400.0,1,,,,,
113,Alec Pierce,0.32,212.5,1,,,,,
114,Michael Pittman Jr.,0.26,284.6153846153846,1,,,,,
115,Josiah Deguara,0.01,9900.0,1,,,,,
116,Devin Duvernay,0.28,257.1428571428571,1,,,,,
117,Luke Farrell,0.05,1900.0,1,,,,,
118,Tim Jones,0.15,566.6666666666667,1,,,,,
119,Josh Reynolds,0.16,525.0,1,,,,,
120,Brenton Strange,0.14,614.2857142857142,1,,,,,
121,Brian Thomas Jr.,0.26,284.6153846153846,1,,,,,
122,Parker Washington,0.18,455.55555555555554,1,,,,,
123,Hollywood Brown,0.16,525.0,1,,,,,
124,Noah Gray,0.2,400.0,1,380.0,600.0,350.0,360.0,525.0
125,Peyton Hendershot,0.02,4900.0,1,,,,,
126,DeAndre Hopkins,0.33,203.030303030303,1,260.0,280.0,260.0,210.0,250.0
127,Travis Kelce,0.28,257.1428571428571,1,170.0,175.0,170.0,165.0,170.0
128,JuJu Smith-Schuster,0.03,3233.3333333333335,1,800.0,900.0,800.0,650.0,900.0
129,Justin Watson,0.01,9900.0,1,1300.0,1200.0,1300.0,800.0,1100.0
130,Xavier Worthy,0.35,185.71428571428572,1,240.0,260.0,240.0,215.0,250.0
131,Brock Bowers,0.21,376.1904761904762,1,,,,,
132,Harrison Bryant,0.02,4900.0,1,,,,,
133,Terrace Marshall Jr.,0.04,2400.0,1,,,,,
134,Michael Mayer,0.15,566.6666666666667,1,,,,,
135,Jakobi Meyers,0.34,194.11764705882354,1,,,,,
136,Tre Tucker,0.24,316.6666666666667,1,,,,,
137,DJ Chark Jr.,0.03,3233.3333333333335,1,900.0,,,,
138,Derius Davis,0.22,354.54545454545456,1,850.0,,800.0,,
139,Will Dissly,0.34,194.11764705882354,1,,,,,
140,Tucker Fisk,0.03,3233.3333333333335,1,1100.0,,1100.0,,
141,Hayden Hurst,0.01,9900.0,1,550.0,,550.0,,
142,Quentin Johnston,0.18,455.55555555555554,1,220.0,,220.0,,
143,Ladd McConkey,0.17,488.2352941176471,1,120.0,,120.0,,
144,Joshua Palmer,0.23,334.78260869565213,1,235.0,,230.0,,
145,Stone Smartt,0.23,334.78260869565213,1,295.0,,290.0,,
146,Davis Allen,0.01,9900.0,1,,,,,
147,Tutu Atwell,0.1,900.0,1,,,,,
148,Tyler Higbee,0.01,9900.0,1,,,,,
149,Tyler Johnson,0.03,3233.3333333333335,1,,,,,
150,Cooper Kupp,0.28,257.1428571428571,1,,,,,
151,Hunter Long,0.03,3233.3333333333335,1,,,,,
152,Puka Nacua,0.45,122.22222222222223,1,,,,,
153,Colby Parkinson,0.05,1900.0,1,,,,,
154,Demarcus Robinson,0.23,334.78260869565213,1,,,,,
155,Jordan Whittington,0.37,170.27027027027026,1,,,,,
156,Erik Ezukanma,0.65,-185.71428571428572,-1,,,,,
157,Julian Hill,0.02,4900.0,1,,,,,
158,Tyreek Hill,0.29,244.82758620689657,1,,,,,
159,Jonnu Smith,0.36,177.77777777777777,1,,,,,
160,Durham Smythe,0.06,1566.6666666666667,1,,,,,
161,Jack Stoll,0.01,9900.0,1,,,,,
162,Jaylen Waddle,0.32,212.5,1,,,,,
163,Malik Washington,0.12,733.3333333333334,1,,,,,
164,Jordan Addison,0.28,257.1428571428571,1,,,,,
165,T.J. Hockenson,0.35,185.71428571428572,1,,,,,
166,Justin Jefferson,0.32,212.5,1,,,,,
167,Johnny Mundt,0.04,2400.0,1,,,,,
168,Jalen Nailor,0.14,614.2857142857142,1,,,,,
169,Josh Oliver,0.17,488.2352941176471,1,,,,,
170,Brandon Powell,0.04,2400.0,1,,,,,
171,Trent Sherfield Sr.,0.03,3233.3333333333335,1,,,,,
172,Javon Baker,0.01,9900.0,1,1500.0,,1400.0,,
173,Kendrick Bourne,0.13,669.2307692307692,1,475.0,,450.0,,
174,Kayshon Boutte,0.29,244.82758620689657,1,380.0,,350.0,,
175,DeMario Douglas,0.21,376.1904761904762,1,400.0,,400.0,,
176,Hunter Henry,0.28,257.1428571428571,1,330.0,,325.0,,
177,Austin Hooper,0.19,426.31578947368416,1,450.0,,450.0,,
178,Ja'Lynn Polk,0.03,3233.3333333333335,1,950.0,,900.0,,
179,Kevin Austin Jr.,0.04,2400.0,1,,,,,
180,Juwan Johnson,0.14,614.2857142857142,1,,,,,
181,Foster Moreau,0.11,809.0909090909091,1,,,,,
182,Dante Pettis,0.1,900.0,1,,,,,
183,Mason Tipton,0.05,1900.0,1,,,,,
184,Marquez Valdes-Scantling,0.17,488.2352941176471,1,,,,,
185,Cedrick Wilson Jr.,0.13,669.2307692307692,1,,,,,
186,Daniel Bellinger,0.29,244.82758620689657,1,,,,,
187,Greg Dulcich,0.1,900.0,1,,,,,
188,Jalin Hyatt,0.02,4900.0,1,,,,,
189,Malik Nabers,0.32,212.5,1,,,,,
190,Wan'Dale Robinson,0.3,233.33333333333337,1,,,,,
191,Darius Slayton,0.36,177.77777777777777,1,,,,,
192,Davante Adams,0.32,212.5,1,,,,,
193,Tyler Conklin,0.15,566.6666666666667,1,,,,,
194,Malachi Corley,0.12,733.3333333333334,1,,,,,
195,Xavier Gipson,0.02,4900.0,1,,,,,
196,Allen Lazard,0.28,257.1428571428571,1,,,,,
197,Jeremy Ruckert,0.12,733.3333333333334,1,,,,,
198,Garrett Wilson,0.24,316.6666666666667,1,,,,,
199,Kenny Yeboah,0.03,3233.3333333333335,1,,,,,
200,A.J. Brown,0.33,203.030303030303,1,,,,,
201,Grant Calcaterra,0.1,900.0,1,,,,,
202,Britain Covey,0.11,809.0909090909091,1,,,,,
203,Jahan Dotson,0.03,3233.3333333333335,1,,,,,
204,Ainias Smith,0.04,2400.0,1,,,,,
205,DeVonta Smith,0.35,185.71428571428572,1,,,,,
206,Johnny Wilson,0.15,566.6666666666667,1,,,,,
207,Calvin Austin III,0.17,488.2352941176471,1,320.0,490.0,300.0,290.0,260.0
208,Pat Freiermuth,0.36,177.77777777777777,1,295.0,360.0,290.0,240.0,270.0
209,Connor Heyward,0.01,9900.0,1,1400.0,1600.0,1400.0,1700.0,
210,Van Jefferson,0.1,900.0,1,550.0,480.0,550.0,390.0,300.0
211,Scotty Miller,0.09,1011.1111111111111,1,,,,,
212,George Pickens,0.2,400.0,1,150.0,140.0,150.0,155.0,160.0
213,MyCole Pruitt,0.05,1900.0,1,900.0,1500.0,900.0,1300.0,1400.0
214,Ben Skowronek,0.08,1150.0,1,750.0,,750.0,,
215,Darnell Washington,0.01,9900.0,1,800.0,1200.0,800.0,550.0,900.0
216,Mike Williams,0.05,1900.0,1,390.0,650.0,350.0,400.0,350.0
217,Chris Conley,0.01,9900.0,1,,,,,
218,Jacob Cowing,0.08,1150.0,1,,,,,
219,Jauan Jennings,0.31,222.5806451612903,1,,,,,
220,George Kittle,0.45,122.22222222222223,1,,,,,
221,Ricky Pearsall,0.2,400.0,1,,,,,
222,Deebo Samuel Sr.,0.31,222.5806451612903,1,,,,,
223,Eric Saubert,0.01,9900.0,1,,,,,
224,AJ Barner,0.1,900.0,1,950.0,900.0,900.0,1000.0,
225,Pharaoh Brown,0.09,1011.1111111111111,1,1000.0,900.0,1000.0,1300.0,
226,Noah Fant,0.27,270.3703703703703,1,400.0,410.0,400.0,410.0,
227,Tyler Lockett,0.24,316.6666666666667,1,400.0,460.0,400.0,475.0,
228,DK Metcalf,0.3,233.33333333333337,1,190.0,185.0,190.0,175.0,
229,Jaxon Smith-Njigba,0.22,354.54545454545456,1,170.0,155.0,170.0,175.0,
230,Cody White,0.04,2400.0,1,,,,2000.0,
231,Payne Durham,0.17,488.2352941176471,1,,,,,
232,Mike Evans,0.17,488.2352941176471,1,,,,,
233,Rakim Jarrett,0.14,614.2857142857142,1,,,,,
234,Jalen McMillan,0.27,270.3703703703703,1,,,,,
235,Ryan Miller,0.09,1011.1111111111111,1,,,,,
236,Cade Otton,0.24,316.6666666666667,1,,,,,
237,Trey Palmer,0.18,455.55555555555554,1,,,,,
238,Sterling Shepard,0.14,614.2857142857142,1,,,,,
239,Tyler Boyd,0.11,809.0909090909091,1,,,,,
240,Jha'Quan Jackson,0.01,9900.0,1,,,,,
241,Mason Kinsey,0.13,669.2307692307692,1,,,,,
242,David Martin-Robinson,0.071,1328.5714285714284,1,,,,,
243,Chig Okonkwo,0.2,400.0,1,,,,,
244,Calvin Ridley,0.33,203.030303030303,1,,,,,
245,Nick Vannett,0.08,1150.0,1,,,,,
246,Nick Westbrook-Ikhine,0.09,1011.1111111111111,1,,,,,
247,Josh Whyle,0.17,488.2352941176471,1,,,,,
248,John Bates,0.03,3233.3333333333335,1,,,,,
249,Dyami Brown,0.12,733.3333333333334,1,,,,,
250,Jamison Crowder,0.06,1566.6666666666667,1,,,,,
251,Zach Ertz,0.09,1011.1111111111111,1,,,,,
252,Luke McCaffrey,0.03,3233.3333333333335,1,,,,,
253,Terry McLaurin,0.21,376.1904761904762,1,,,,,
254,K.J. Osborn,0.13,669.2307692307692,1,,,,,
255,Ben Sinnott,0.12,733.3333333333334,1,,,,,
256,Olamide Zaccheaus,0.1,900.0,1,,,,,
